Gene_symbol	GENEID	EnsembleID	Description	Chromomsome	Position	Start	End	GENE_TYPE	Source
NRSN2	80023	ENSG00000125841	neurensin 2 [Source:HGNC Symbol;Acc:16229]	20	20p13	327426	340304	TSG	TSGene
NTRK3	4916	ENSG00000140538	neurotrophic tyrosine kinase, receptor, type 3 [Source:HGNC Symbol;Acc:8033]	15	15q25.3	88418230	88799999	TSG	TSGene
NUAK1	9891	ENSG00000074590	NUAK family, SNF1-like kinase, 1 [Source:HGNC Symbol;Acc:14311]	12	12q23.3	106457118	106533811	TSG	TSGene
NUMB	8650	ENSG00000133961	numb homolog (Drosophila) [Source:HGNC Symbol;Acc:8060]	14	14q24.2	73741815	73930348	TSG	TSGene
NUP98	4928	ENSG00000110713	nucleoporin 98kDa [Source:HGNC Symbol;Acc:8068]	11	11p15.4	3692313	3819022	TSG	TSGene
NUPR1	26471	ENSG00000176046	nuclear protein, transcriptional regulator, 1 [Source:HGNC Symbol;Acc:29990]	16	16p11.2	28548606	28550495	TSG	TSGene
OLFM4	10562	ENSG00000102837	olfactomedin 4 [Source:HGNC Symbol;Acc:17190]	13	13q14.3	53602894	53626192	TSG	TSGene
ONECUT1	-4935	ENSG00000169856	one cut homeobox 1 [Source:HGNC Symbol;Acc:8138]	15	15q21.3	53049637	53083273	TSG	TSGene
OPCML	4978	ENSG00000183715	opioid binding protein/cell adhesion molecule-like [Source:HGNC Symbol;Acc:8143]	11	11q25	132284871	133402414	TSG	TSGene
OSCP1	127700	ENSG00000116885	organic solute carrier partner 1 [Source:HGNC Symbol;Acc:29971]	1	1p34.3	36881428	36916086	TSG	TSGene
OSGIN1	29948	ENSG00000140961	oxidative stress induced growth inhibitor 1 [Source:HGNC Symbol;Acc:30093]	16	16q23.3	83981887	83999937	TSG	TSGene
PACRG	135138	ENSG00000112530	PARK2 co-regulated [Source:HGNC Symbol;Acc:19152]	6	6q26	163148164	163736524	TSG	TSGene
PAEP	5047	ENSG00000122133	progestagen-associated endometrial protein [Source:HGNC Symbol;Acc:8573]	9	9q34.3	138453602	138458801	TSG	TSGene
PAFAH1B1	5048	ENSG00000007168	platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa) [Source:HGNC Symbol;Acc:8574]	17	17p13.3	2496504	2588909	TSG	TSGene
PAIP2	51247	ENSG00000120727	poly(A) binding protein interacting protein 2 [Source:HGNC Symbol;Acc:17970]	5	5q31.2	138677276	138705406	TSG	TSGene
PALB2	79728	ENSG00000083093	partner and localizer of BRCA2 [Source:HGNC Symbol;Acc:26144]	16	16p12.2	23614488	23652631	TSG	TSGene
PANX2	56666	ENSG00000073150	pannexin 2 [Source:HGNC Symbol;Acc:8600]	22	22q13.33	50609160	50618723	TSG	TSGene
PARK2	5071	ENSG00000185345	parkin RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:8607]	6	6q26	161768452	163148803	TSG	TSGene
PARK7	11315	ENSG00000116288	parkinson protein 7 [Source:HGNC Symbol;Acc:16369]	1	1p36.23	8014351	8045565	TSG	TSGene
PARP1	142	ENSG00000143799	poly (ADP-ribose) polymerase 1 [Source:HGNC Symbol;Acc:270]	1	1q42.12	226548392	226595780	TSG	TSGene
PAWR	-4080	ENSG00000177425	PRKC, apoptosis, WT1, regulator [Source:HGNC Symbol;Acc:8614]	12	12q21.2	79968759	80084877	TSG	TSGene
PAX4	5078	ENSG00000106331	paired box 4 [Source:HGNC Symbol;Acc:8618]	7	7q32.1	127250346	127255982	TSG	TSGene
PAX5	5079	ENSG00000196092	paired box 5 [Source:HGNC Symbol;Acc:8619]	9	9p13.2	36833272	37034103	TSG	TSGene
PAX6	5080	ENSG00000007372	paired box 6 [Source:HGNC Symbol;Acc:8620]	11	11p13	31806340	31839509	TSG	TSGene
PBRM1	55193	ENSG00000163939	polybromo 1 [Source:HGNC Symbol;Acc:30064]	3	3p21.1	52579368	52719933	TSG	TSGene
PCDH10	-1678	ENSG00000138650	protocadherin 10 [Source:HGNC Symbol;Acc:13404]	4	4q28.3	134070470	134129356	TSG	TSGene
PCDH17	27253	ENSG00000118946	protocadherin 17 [Source:HGNC Symbol;Acc:14267]	13	13q21.1	58205944	58303445	TSG	TSGene
PCDH8	5100	ENSG00000136099	protocadherin 8 [Source:HGNC Symbol;Acc:8660]	13	13q14.3	53418109	53422775	TSG	TSGene
PCDH9	5101	ENSG00000184226	protocadherin 9 [Source:HGNC Symbol;Acc:8661]	13	13q21.32	66876967	67804468	TSG	TSGene
PCDHGC3	5098	ENSG00000240184	protocadherin gamma subfamily C, 3 [Source:HGNC Symbol;Acc:8716]	5	5q31.3	140855580	140892542	TSG	TSGene
PCGF2	7703	ENSG00000056661	polycomb group ring finger 2 [Source:HGNC Symbol;Acc:12929]	17	17q12	36890150	36906070	TSG	TSGene
PDCD4	27250	ENSG00000150593	programmed cell death 4 (neoplastic transformation inhibitor) [Source:HGNC Symbol;Acc:8763]	10	10q25.2	112631565	112659764	TSG	TSGene
PDCD5	9141	ENSG00000105185	programmed cell death 5 [Source:HGNC Symbol;Acc:8764]	19	19q13.11	33071974	33078358	TSG	TSGene
PDGFRL	5157	ENSG00000104213	platelet-derived growth factor receptor-like [Source:HGNC Symbol;Acc:8805]	8	8p22	17433942	17501580	TSG	TSGene
PDLIM4	8572	ENSG00000131435	PDZ and LIM domain 4 [Source:HGNC Symbol;Acc:16501]	5	5q31.1	131593364	131609147	TSG	TSGene
PDS5B	23047	ENSG00000083642	PDS5, regulator of cohesion maintenance, homolog B (S. cerevisiae) [Source:HGNC Symbol;Acc:20418]	13	13q13.1	33160564	33352157	TSG	TSGene
PDSS2	57107	ENSG00000164494	prenyl (decaprenyl) diphosphate synthase, subunit 2 [Source:HGNC Symbol;Acc:23041]	6	6q21	107473761	107780768	TSG	TSGene
PDX1	3651	ENSG00000139515	pancreatic and duodenal homeobox 1 [Source:HGNC Symbol;Acc:6107]	13	13q12.2	28494157	28500368	TSG	TSGene
PEA15	8682	ENSG00000162734	phosphoprotein enriched in astrocytes 15 [Source:HGNC Symbol;Acc:8822]	1	1q23.2	160175127	160185166	TSG	TSGene
PEBP1	5037	ENSG00000089220	phosphatidylethanolamine binding protein 1 [Source:HGNC Symbol;Acc:8630]	12	12q24.23	118573663	118583389	TSG	TSGene
PEG3	5178	ENSG00000198300	paternally expressed 3 [Source:HGNC Symbol;Acc:8826]	19	19q13.43	57321445	57352096	TSG	TSGene
PER2	8864	ENSG00000132326	period circadian clock 2 [Source:HGNC Symbol;Acc:8846]	2	2q37.3	239152679	239198743	TSG	TSGene
PF4	-1600	ENSG00000163737	platelet factor 4 [Source:HGNC Symbol;Acc:8861]	4	4q13.3	74846794	74847841	TSG	TSGene
PFN1	5216	ENSG00000108518	profilin 1 [Source:HGNC Symbol;Acc:8881]	17	17p13.2	4848947	4852356	TSG	TSGene
PGR	5241	ENSG00000082175	progesterone receptor [Source:HGNC Symbol;Acc:8910]	11	11q22.1	100900355	101001255	TSG	TSGene
PGRMC2	10424	ENSG00000164040	progesterone receptor membrane component 2 [Source:HGNC Symbol;Acc:16089]	4	4q28.2	129190397	129209984	TSG	TSGene
PHACTR4	65979	ENSG00000204138	phosphatase and actin regulator 4 [Source:HGNC Symbol;Acc:25793]	1	1p35.3	28696114	28826881	TSG	TSGene
PHB	5245	ENSG00000167085	prohibitin [Source:HGNC Symbol;Acc:8912]	17	17q21.33	47481414	47492246	TSG	TSGene
PHC3	80012	ENSG00000173889	polyhomeotic homolog 3 (Drosophila) [Source:HGNC Symbol;Acc:15682]	3	3q26.2	169804520	169899537	TSG	TSGene
PHF6	84295	ENSG00000156531	PHD finger protein 6 [Source:HGNC Symbol;Acc:18145]	X	Xq26.2	133507283	133562820	TSG	TSGene
PHLDA2	7262	ENSG00000181649	pleckstrin homology-like domain, family A, member 2 [Source:HGNC Symbol;Acc:12385]	11	11p15.4	2949503	2950685	TSG	TSGene
PHLDA3	23612	ENSG00000174307	pleckstrin homology-like domain, family A, member 3 [Source:HGNC Symbol;Acc:8934]	1	1q32.1	201434620	201438365	TSG	TSGene
PHLPP1	23239	ENSG00000081913	PH domain and leucine rich repeat protein phosphatase 1 [Source:HGNC Symbol;Acc:20610]	18	18q21.33	60382672	60647666	TSG	TSGene
PHLPP2	23035	ENSG00000040199	PH domain and leucine rich repeat protein phosphatase 2 [Source:HGNC Symbol;Acc:29149]	16	16q22.2	71671738	71758604	TSG	TSGene
PHOX2A	401	ENSG00000165462	paired-like homeobox 2a [Source:HGNC Symbol;Acc:691]	11	11q13.4	71950121	71956708	TSG	TSGene
PIAS1	8554	ENSG00000033800	protein inhibitor of activated STAT, 1 [Source:HGNC Symbol;Acc:2752]	15	15q23	68346517	68483096	TSG	TSGene
PIN1	5300	ENSG00000127445	peptidylprolyl cis/trans isomerase, NIMA-interacting 1 [Source:HGNC Symbol;Acc:8988]	19	19p13.2	9945933	9960358	TSG	TSGene
PINX1	54984	ENSG00000254093	PIN2/TERF1 interacting, telomerase inhibitor 1 [Source:HGNC Symbol;Acc:30046]	8	8p23.1	10622473	10697394	TSG	TSGene
PIWIL2	55124	ENSG00000197181	piwi-like RNA-mediated gene silencing 2 [Source:HGNC Symbol;Acc:17644]	8	8p21.3	22132810	22215076	TSG	TSGene
PKD1	5310	ENSG00000008710	polycystic kidney disease 1 (autosomal dominant) [Source:HGNC Symbol;Acc:9008]	16	16p13.3	2138711	2185899	TSG	TSGene
PKNOX1	5316	ENSG00000160199	PBX/knotted 1 homeobox 1 [Source:HGNC Symbol;Acc:9022]	21	21q22.3	44394620	44453691	TSG	TSGene
PLA2G16	11145	ENSG00000176485	phospholipase A2, group XVI [Source:HGNC Symbol;Acc:17825]	11	11q12.3	63340667	63384355	TSG	TSGene
PLA2G2A	5320	ENSG00000188257	phospholipase A2, group IIA (platelets, synovial fluid) [Source:HGNC Symbol;Acc:9031]	1	1p36.13	20301925	20306932	TSG	TSGene
PLA2G7	7941	ENSG00000146070	phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma) [Source:HGNC Symbol;Acc:9040]	6	6p12.3	46671938	46703430	TSG	TSGene
PLA2R1	22925	ENSG00000153246	phospholipase A2 receptor 1, 180kDa [Source:HGNC Symbol;Acc:9042]	2	2q24.2	160788519	160919121	TSG	TSGene
PLAGL1	5325	ENSG00000118495	pleiomorphic adenoma gene-like 1 [Source:HGNC Symbol;Acc:9046]	6	6q24.2	144261437	144385735	TSG	TSGene
PLCB3	5331	ENSG00000149782	phospholipase C, beta 3 (phosphatidylinositol-specific) [Source:HGNC Symbol;Acc:9056]	11	11q13.1	64018995	64036622	TSG	TSGene
PLCD1	5333	ENSG00000187091	phospholipase C, delta 1 [Source:HGNC Symbol;Acc:9060]	3	3p22.2	38048987	38071253	TSG	TSGene
PLCE1	51196	ENSG00000138193	phospholipase C, epsilon 1 [Source:HGNC Symbol;Acc:17175]	10	10q23.33	95753746	96092580	TSG	TSGene
PLD1	5337	ENSG00000075651	phospholipase D1, phosphatidylcholine-specific [Source:HGNC Symbol;Acc:9067]	3	3q26.31	171318195	171528740	TSG	TSGene
PLEKHO1	51177	ENSG00000023902	pleckstrin homology domain containing, family O member 1 [Source:HGNC Symbol;Acc:24310]	1	1q21.2	150121373	150136916	TSG	TSGene
PLK1	5347	ENSG00000166851	polo-like kinase 1 [Source:HGNC Symbol;Acc:9077]	16	16p12.2	23688977	23701688	TSG	TSGene
PLK2	10769	ENSG00000145632	polo-like kinase 2 [Source:HGNC Symbol;Acc:19699]	5	5q11.2	57749809	57756087	TSG	TSGene
PLK5	126520	ENSG00000185988	polo-like kinase 5 [Source:HGNC Symbol;Acc:27001]	19	19p13.3	1524073	1535455	TSG	TSGene
PLXNC1	10154	ENSG00000136040	plexin C1 [Source:HGNC Symbol;Acc:9106]	12	12q22	94542499	94701451	TSG	TSGene
PNN	5411	ENSG00000100941	pinin, desmosome associated protein [Source:HGNC Symbol;Acc:9162]	14	14q21.1	39644387	39652422	TSG	TSGene
POU2F3	25833	ENSG00000137709	POU class 2 homeobox 3 [Source:HGNC Symbol;Acc:19864]	11	11q23.3	120107349	120190653	TSG	TSGene
POU6F2	11281	ENSG00000106536	POU class 6 homeobox 2 [Source:HGNC Symbol;Acc:21694]	7	7p14.1	39017598	39532694	TSG	TSGene
PPARA	5465	ENSG00000186951	peroxisome proliferator-activated receptor alpha [Source:HGNC Symbol;Acc:9232]	22	22q13.31	46546424	46639653	TSG	TSGene
PPARG	5468	ENSG00000132170	peroxisome proliferator-activated receptor gamma [Source:HGNC Symbol;Acc:9236]	3	3p25.2	12328867	12475855	TSG	TSGene
PPM1A	5494	ENSG00000100614	protein phosphatase, Mg2+/Mn2+ dependent, 1A [Source:HGNC Symbol;Acc:9275]	14	14q23.1	60712470	60765805	TSG	TSGene
PPM1L	-1400	ENSG00000163590	protein phosphatase, Mg2+/Mn2+ dependent, 1L [Source:HGNC Symbol;Acc:16381]	3	3q25.33	160473390	160796695	TSG	TSGene
PPP1CA	5499	ENSG00000172531	protein phosphatase 1, catalytic subunit, alpha isozyme [Source:HGNC Symbol;Acc:9281]	11	11q13.2	67165654	67188654	TSG	TSGene
PPP1R1B	84152	ENSG00000131771	protein phosphatase 1, regulatory (inhibitor) subunit 1B [Source:HGNC Symbol;Acc:9287]	17	17q12	37782993	37792879	TSG	TSGene
PPP2CA	-1946	ENSG00000113575	protein phosphatase 2, catalytic subunit, alpha isozyme [Source:HGNC Symbol;Acc:9299]	5	5q31.1	133530025	133561833	TSG	TSGene
PPP2CB	5516	ENSG00000104695	protein phosphatase 2, catalytic subunit, beta isozyme [Source:HGNC Symbol;Acc:9300]	8	8p12	30631973	30671830	TSG	TSGene
PPP2R1B	5519	ENSG00000137713	protein phosphatase 2, regulatory subunit A, beta [Source:HGNC Symbol;Acc:9303]	11	11q23.1	111597632	111637151	TSG	TSGene
PPP2R2C	5522	ENSG00000074211	protein phosphatase 2, regulatory subunit B, gamma [Source:HGNC Symbol;Acc:9306]	4	4p16.1	6322305	6565327	TSG	TSGene
PPP2R4	5524	ENSG00000119383	protein phosphatase 2A activator, regulatory subunit 4 [Source:HGNC Symbol;Acc:9308]	9	9q34.11	131873229	131911225	TSG	TSGene
PPP2R5C	5527	ENSG00000078304	protein phosphatase 2, regulatory subunit B', gamma [Source:HGNC Symbol;Acc:9311]	14	14q32.31	102228135	102394326	TSG	TSGene
PPP3CC	5533	ENSG00000120910	protein phosphatase 3, catalytic subunit, gamma isozyme [Source:HGNC Symbol;Acc:9316]	8	8p21.3	22298332	22398652	TSG	TSGene
PRDM1	639	ENSG00000057657	PR domain containing 1, with ZNF domain [Source:HGNC Symbol;Acc:9346]	6	6q21	106534195	106557814	TSG	TSGene
PRDM11	56981	ENSG00000019485	PR domain containing 11 [Source:HGNC Symbol;Acc:13996]	11	11p11.2	45115564	45247734	TSG	TSGene
PRDM2	7799	ENSG00000116731	PR domain containing 2, with ZNF domain [Source:HGNC Symbol;Acc:9347]	1	1p36.21	14026693	14151574	TSG	TSGene
PRDM4	11108	ENSG00000110851	PR domain containing 4 [Source:HGNC Symbol;Acc:9348]	12	12q23.3	108126643	108155049	TSG	TSGene
PRDM5	11107	ENSG00000138738	PR domain containing 5 [Source:HGNC Symbol;Acc:9349]	4	4q27	121606074	121844025	TSG	TSGene
PRICKLE1	144165	ENSG00000139174	prickle homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:17019]	12	12q12	42852140	42984157	TSG	TSGene
PRKAA1	5562	ENSG00000132356	protein kinase, AMP-activated, alpha 1 catalytic subunit [Source:HGNC Symbol;Acc:9376]	5	5p13.1	40759481	40798476	TSG	TSGene
PRKAA2	5563	ENSG00000162409	protein kinase, AMP-activated, alpha 2 catalytic subunit [Source:HGNC Symbol;Acc:9377]	1	1p32.2	57110995	57181008	TSG	TSGene
PRKAR1A	5573	ENSG00000108946	protein kinase, cAMP-dependent, regulatory, type I, alpha [Source:HGNC Symbol;Acc:9388]	17	17q24.2	66507921	66547460	TSG	TSGene
PRKCB	5579	ENSG00000166501	protein kinase C, beta [Source:HGNC Symbol;Acc:9395]	16	16p12.2	23847322	24231932	TSG	TSGene
PRKCD	5580	ENSG00000163932	protein kinase C, delta [Source:HGNC Symbol;Acc:9399]	3	3p21.1	53190025	53226733	TSG	TSGene
PRKCDBP	112464	ENSG00000170955	protein kinase C, delta binding protein [Source:HGNC Symbol;Acc:9400]	11	11p15.4	6340176	6341877	TSG	TSGene
PRKCE	5581	ENSG00000171132	protein kinase C, epsilon [Source:HGNC Symbol;Acc:9401]	2	2p21	45878484	46415129	TSG	TSGene
PRODH	5625	ENSG00000100033	proline dehydrogenase (oxidase) 1 [Source:HGNC Symbol;Acc:9453]	22	22q11.21	18900294	18924066	TSG	TSGene
PROX1	5629	ENSG00000117707	prospero homeobox 1 [Source:HGNC Symbol;Acc:9459]	1	1q32.3	214156524	214214595	TSG	TSGene
PRR5	55615	ENSG00000186654	proline rich 5 (renal) [Source:HGNC Symbol;Acc:31682]	22	22q13.31	45064593	45133561	TSG	TSGene
PTCH1	5727	ENSG00000185920	patched 1 [Source:HGNC Symbol;Acc:9585]	9	9q22.32	98205262	98279339	TSG	TSGene
PTCH2	8643	ENSG00000117425	patched 2 [Source:HGNC Symbol;Acc:9586]	1	1p34.1	45285516	45308735	TSG	TSGene
PTCSC3	-4600	ENSG00000259104	papillary thyroid carcinoma susceptibility candidate 3 (non-protein coding) [Source:HGNC Symbol;Acc:43959]	14	14q13.3	36605314	36645674	TSG	TSGene
PTEN	-3478	ENSG00000171862	phosphatase and tensin homolog [Source:HGNC Symbol;Acc:9588]	10	10q23.31	89622870	89731687	TSG	TSGene
PTENP1	-3053	ENSG00000237984	phosphatase and tensin homolog pseudogene 1 [Source:HGNC Symbol;Acc:9589]	9	9p13.3	33673502	33677497	TSG	TSGene
PTGDR	5729	ENSG00000168229	prostaglandin D2 receptor (DP) [Source:HGNC Symbol;Acc:9591]	14	14q22.1	52734431	52743442	TSG	TSGene
PTPN1	5770	ENSG00000196396	protein tyrosine phosphatase, non-receptor type 1 [Source:HGNC Symbol;Acc:9642]	20	20q13.13	49126891	49201299	TSG	TSGene
PTPN11	5781	ENSG00000179295	protein tyrosine phosphatase, non-receptor type 11 [Source:HGNC Symbol;Acc:9644]	12	12q24.13	112856155	112947717	TSG	TSGene
PTPN12	5782	ENSG00000127947	protein tyrosine phosphatase, non-receptor type 12 [Source:HGNC Symbol;Acc:9645]	7	7q11.23	77166592	77269388	TSG	TSGene
PTPN13	5783	ENSG00000163629	protein tyrosine phosphatase, non-receptor type 13 (APO-1/CD95 (Fas)-associated phosphatase) [Source:HGNC Symbol;Acc:9646]	4	4q21.3	87515468	87736324	TSG	TSGene
PTPN2	5771	ENSG00000175354	protein tyrosine phosphatase, non-receptor type 2 [Source:HGNC Symbol;Acc:9650]	18	18p11.21	12785477	12929642	TSG	TSGene
PTPN23	25930	ENSG00000076201	protein tyrosine phosphatase, non-receptor type 23 [Source:HGNC Symbol;Acc:14406]	3	3p21.31	47422501	47454931	TSG	TSGene
PTPN6	5777	ENSG00000111679	protein tyrosine phosphatase, non-receptor type 6 [Source:HGNC Symbol;Acc:9658]	12	12p13.31	7055631	7070479	TSG	TSGene
PTPRC	5788	ENSG00000081237	protein tyrosine phosphatase, receptor type, C [Source:HGNC Symbol;Acc:9666]	1	1q31.3	198607801	198726545	TSG	TSGene
PTPRD	5789	ENSG00000153707	protein tyrosine phosphatase, receptor type, D [Source:HGNC Symbol;Acc:9668]	9	9p24.1	8314246	10612723	TSG	TSGene
PTPRJ	5795	ENSG00000149177	protein tyrosine phosphatase, receptor type, J [Source:HGNC Symbol;Acc:9673]	11	11p11.2	48002113	48189670	TSG	TSGene
PTPRK	5796	ENSG00000152894	protein tyrosine phosphatase, receptor type, K [Source:HGNC Symbol;Acc:9674]	6	6q22.33	128289924	128841870	TSG	TSGene
PTPRT	11122	ENSG00000196090	protein tyrosine phosphatase, receptor type, T [Source:HGNC Symbol;Acc:9682]	20	20q12	40701392	41818610	TSG	TSGene
PYCARD	29108	ENSG00000103490	PYD and CARD domain containing [Source:HGNC Symbol;Acc:16608]	16	16p11.2	31212806	31214771	TSG	TSGene
PYHIN1	149628	ENSG00000163564	pyrin and HIN domain family, member 1 [Source:HGNC Symbol;Acc:28894]	1	1q23.1	158900586	158946844	TSG	TSGene
RAB25	57111	ENSG00000132698	RAB25, member RAS oncogene family [Source:HGNC Symbol;Acc:18238]	1	1q22	156030951	156040295	TSG	TSGene
RAB7A	7879	ENSG00000075785	RAB7A, member RAS oncogene family [Source:HGNC Symbol;Acc:9788]	3	3q21.3	128444965	128533639	TSG	TSGene
RAD23B	5887	ENSG00000119318	RAD23 homolog B (S. cerevisiae) [Source:HGNC Symbol;Acc:9813]	9	9q31.2	110045418	110094475	TSG	TSGene
RAD51C	5889	ENSG00000108384	RAD51 paralog C [Source:HGNC Symbol;Acc:9820]	17	17q22	56769934	56811703	TSG	TSGene
RANBP9	10048	ENSG00000010017	RAN binding protein 9 [Source:HGNC Symbol;Acc:13727]	6	6p23	13621730	13711796	TSG	TSGene
RAP1A	5906	ENSG00000116473	RAP1A, member of RAS oncogene family [Source:HGNC Symbol;Acc:9855]	1	1p13.2	112084840	112259313	TSG	TSGene
RAP1GAP	5909	ENSG00000076864	RAP1 GTPase activating protein [Source:HGNC Symbol;Acc:9858]	1	1p36.12	21922708	21995801	TSG	TSGene
RARB	5915	ENSG00000077092	retinoic acid receptor, beta [Source:HGNC Symbol;Acc:9865]	3	3p24.2	25215823	25639423	TSG	TSGene
RARRES3	5920	ENSG00000133321	retinoic acid receptor responder (tazarotene induced) 3 [Source:HGNC Symbol;Acc:9869]	11	11q12.3	63304281	63313934	TSG	TSGene
RASAL1	8437	ENSG00000111344	RAS protein activator like 1 (GAP1 like) [Source:HGNC Symbol;Acc:9873]	12	12q24.13	113536624	113574044	TSG	TSGene
RASAL2	9462	ENSG00000075391	RAS protein activator like 2 [Source:HGNC Symbol;Acc:9874]	1	1q25.2	178062864	178448644	TSG	TSGene
RASL10A	10633	ENSG00000100276	RAS-like, family 10, member A [Source:HGNC Symbol;Acc:16954]	22	22q12.2	29708922	29715668	TSG	TSGene
RASL10B	91608	ENSG00000141150	RAS-like, family 10, member B [Source:HGNC Symbol;Acc:30295]	17	17q12	34058668	34070540	TSG	TSGene
RASL11A	387496	ENSG00000122035	RAS-like, family 11, member A [Source:HGNC Symbol;Acc:23802]	13	13q12.2	27844464	27847827	TSG	TSGene
RASSF1	11186	ENSG00000068028	Ras association (RalGDS/AF-6) domain family member 1 [Source:HGNC Symbol;Acc:9882]	3	3p21.31	50367219	50378411	TSG	TSGene
RASSF2	9770	ENSG00000101265	Ras association (RalGDS/AF-6) domain family member 2 [Source:HGNC Symbol;Acc:9883]	20	20p13	4760669	4804291	TSG	TSGene
RASSF3	283349	ENSG00000153179	Ras association (RalGDS/AF-6) domain family member 3 [Source:HGNC Symbol;Acc:14271]	12	12q14.2	65004293	65091347	TSG	TSGene
RASSF4	83937	ENSG00000107551	Ras association (RalGDS/AF-6) domain family member 4 [Source:HGNC Symbol;Acc:20793]	10	10q11.21	45454855	45491339	TSG	TSGene
RASSF5	83593	ENSG00000136653	Ras association (RalGDS/AF-6) domain family member 5 [Source:HGNC Symbol;Acc:17609]	1	1q32.1	206680879	206762616	TSG	TSGene
RASSF8	11228	ENSG00000123094	Ras association (RalGDS/AF-6) domain family (N-terminal) member 8 [Source:HGNC Symbol;Acc:13232]	12	12p12.1	26111962	26232825	TSG	TSGene
RB1	5925	ENSG00000139687	retinoblastoma 1 [Source:HGNC Symbol;Acc:9884]	13	13q14.2	48877887	49056122	TSG	TSGene
RB1CC1	9821	ENSG00000023287	RB1-inducible coiled-coil 1 [Source:HGNC Symbol;Acc:15574]	8	8q11.23	53535016	53658403	TSG	TSGene
RBBP7	5931	ENSG00000102054	retinoblastoma binding protein 7 [Source:HGNC Symbol;Acc:9890]	X	Xp22.2	16857406	16888537	TSG	TSGene
RBBP8	5932	ENSG00000101773	retinoblastoma binding protein 8 [Source:HGNC Symbol;Acc:9891]	18	18q11.2	20378224	20606451	TSG	TSGene
RBL1	5933	ENSG00000269846	RBL1 protein; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q8WVU8]	20	20q11.23	35724188	35725581	TSG	TSGene
RBL2	5934	ENSG00000103479	retinoblastoma-like 2 (p130) [Source:HGNC Symbol;Acc:9894]	16	16q12.2	53467889	53525561	TSG	TSGene
RBM14	-3745	ENSG00000239306	RNA binding motif protein 14 [Source:HGNC Symbol;Acc:14219]	11	11q13.2	66384053	66394818	TSG	TSGene
RBM38	55544	ENSG00000132819	RNA binding motif protein 38 [Source:HGNC Symbol;Acc:15818]	20	20q13.31	55966463	55984389	TSG	TSGene
RBM4	100526737	ENSG00000173933	RNA binding motif protein 4 [Source:HGNC Symbol;Acc:9901]	11	11q13.2	66384097	66434153	TSG	TSGene
RBM5	10181	ENSG00000003756	RNA binding motif protein 5 [Source:HGNC Symbol;Acc:9902]	3	3p21.31	50126341	50156454	TSG	TSGene
RBM6	10180	ENSG00000004534	RNA binding motif protein 6 [Source:HGNC Symbol;Acc:9903]	3	3p21.31	49977440	50137478	TSG	TSGene
RBMS3	27303	ENSG00000144642	RNA binding motif, single stranded interacting protein 3 [Source:HGNC Symbol;Acc:13427]	3	3p24.1	29322473	30051886	TSG	TSGene
RBMX	27316	ENSG00000147274	RNA binding motif protein, X-linked [Source:HGNC Symbol;Acc:9910]	X	Xq26.3	135930163	135962923	TSG	TSGene
RBP1	5947	ENSG00000114115	retinol binding protein 1, cellular [Source:HGNC Symbol;Acc:9919]	3	3q23	139236276	139258671	TSG	TSGene
RCHY1	25898	ENSG00000163743	ring finger and CHY zinc finger domain containing 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:17479]	4	4q21.1	76404247	76439974	TSG	TSGene
RECK	8434	ENSG00000122707	reversion-inducing-cysteine-rich protein with kazal motifs [Source:HGNC Symbol;Acc:11345]	9	9p13.3	36036430	36124448	TSG	TSGene
RFWD2	64326	ENSG00000143207	ring finger and WD repeat domain 2, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:17440]	1	1q25.1	175913967	176176629	TSG	TSGene
RHOA	387	ENSG00000067560	ras homolog family member A [Source:HGNC Symbol;Acc:667]	3	3p21.31	49396578	49450431	TSG	TSGene
RHOB	388	ENSG00000143878	ras homolog family member B [Source:HGNC Symbol;Acc:668]	2	2p24.1	20646835	20649200	TSG	TSGene
RHOBTB2	23221	ENSG00000008853	Rho-related BTB domain containing 2 [Source:HGNC Symbol;Acc:18756]	8	8p21.3	22844930	22877712	TSG	TSGene
RINT1	60561	ENSG00000135249	RAD50 interactor 1 [Source:HGNC Symbol;Acc:21876]	7	7q22.3	105172532	105208124	TSG	TSGene
RNASEL	6041	ENSG00000135828	ribonuclease L (2',5'-oligoisoadenylate synthetase-dependent) [Source:HGNC Symbol;Acc:10050]	1	1q25.3	182542769	182558391	TSG	TSGene
RNASET2	8635	ENSG00000026297	ribonuclease T2 [Source:HGNC Symbol;Acc:21686]	6	6q27	167342992	167370679	TSG	TSGene
RND3	390	ENSG00000115963	Rho family GTPase 3 [Source:HGNC Symbol;Acc:671]	2	2q23.3	151324709	151395525	TSG	TSGene
RNF111	54778	ENSG00000157450	ring finger protein 111 [Source:HGNC Symbol;Acc:17384]	15	15q22.1	59157374	59389618	TSG	TSGene
RNF144A	9781	ENSG00000151692	ring finger protein 144A [Source:HGNC Symbol;Acc:20457]	2	2p25.2	7057523	7208417	TSG	TSGene
RNF180	285671	ENSG00000164197	ring finger protein 180 [Source:HGNC Symbol;Acc:27752]	5	5q12.3	63461671	63668696	TSG	TSGene
